scenario,seed,algorithm,success,cost,time_ms,expanded,detour_ratio,generation_attempt,timing_repeats,time_min_ms,time_max_ms,width,height,obstacle_count,density
16,0,A*,1,53.82842712474619,40.07880000062869,137,1.0156307004669092,0,3,36.78410000065924,40.55619999780902,60,40,16,16
16,0,RRT*,1,56.74439022882158,586.9658999981766,543,1.0706488722419165,0,3,562.885199997254,630.1743000003626,60,40,16,16
20,0,Brute Force,1,53.242284903258565,221.1829999978363,12721,1.0045714132690295,0,3,199.88300000113668,228.8442999997642,60,40,20,20
20,0,UCS,1,54.65685424949238,816.915199997311,1819,1.0312614009338186,0,3,803.0609999987064,821.5973999976995,60,40,20,20
20,0,GBFS,1,54.65685424949238,27.52619999955641,54,1.0312614009338186,0,3,24.5046000018192,36.82669999761856,60,40,20,20
20,0,A*,1,54.65685424949238,121.68029999884311,247,1.0312614009338186,0,3,107.69299999810755,137.05720000143629,60,40,20,20
20,0,RRT*,1,58.43180856294957,396.25709999745595,488,1.1024869540179165,0,3,376.0523999990255,549.613600000157,60,40,20,20
24,0,Brute Force,1,53.43693324054978,209.9969000009878,12721,1.0082440234065995,0,3,160.7460999985051,253.45540000125766,60,40,24,24
24,0,UCS,1,55.48528137423857,1023.5155000009399,1810,1.0468921014007277,0,3,816.5116000018315,1046.807099999569,60,40,24,24
24,0,GBFS,1,55.48528137423857,30.557099998986814,54,1.0468921014007277,0,3,27.43700000064564,32.13260000120499,60,40,24,24
24,0,A*,1,55.48528137423857,224.58630000255653,385,1.0468921014007277,0,3,185.7263999991119,249.79479999819887,60,40,24,24
24,0,RRT*,1,58.43180856294957,544.3029000016395,476,1.1024869540179165,0,3,392.4919000019145,593.4566999967501,60,40,24,24
4,1,Brute Force,1,53.302115702811946,212.0563000025868,12721,1.0057002962794708,0,3,191.84799999857205,214.02410000155214,60,40,4,4
4,1,UCS,1,54.65685424949238,305.5034999997588,2078,1.0312614009338186,0,3,299.0081999996619,384.7064999972645,60,40,4,4
4,1,GBFS,1,54.65685424949238,6.418499997380422,54,1.0312614009338186,0,3,5.408400000305846,6.825699998444179,60,40,4,4
4,1,A*,1,54.65685424949238,31.236700000590645,293,1.0312614009338186,0,3,29.526800000894582,31.455299998924602,60,40,4,4
4,1,RRT*,1,57.45689036860025,339.8282999987714,634,1.084092271105665,0,3,326.4345999996294,340.91710000211606,60,40,4,4
8,1,Brute Force,1,53.441041232805105,187.96239999937825,12721,1.008321532694436,0,3,144.56629999767756,195.15339999998105,60,40,8,8
8,1,UCS,1,55.48528137423857,440.98170000143,2033,1.0468921014007277,0,3,422.1959999995306,541.7144000020926,60,40,8,8
8,1,GBFS,1,57.14213562373095,8.414299998548813,54,1.0781535023345463,0,3,8.057600000029197,9.720699999888893,60,40,8,8
8,1,A*,1,55.48528137423857,62.820800001645694,405,1.0468921014007277,0,3,60.39990000135731,68.95450000229175,60,40,8,8
8,1,RRT*,1,58.416492036532745,502.2777000012866,615,1.102197962953448,0,3,397.2993999996106,513.1886999988637,60,40,8,8
12,1,Brute Force,1,55.95489581111856,167.24000000249362,12721,1.0557527511531803,0,3,108.3476999992854,207.01420000114013,60,40,12,12
12,1,UCS,1,56.31370849898476,535.5225000021164,1980,1.062522801867637,0,3,521.6057999969053,578.8949999987381,60,40,12,12
12,1,GBFS,1,59.62741699796952,30.017400000360794,54,1.1250456037352738,0,3,22.9564000001119,30.310400001326343,60,40,12,12
12,1,A*,1,56.31370849898476,138.12630000029458,458,1.062522801867637,0,3,99.04760000063106,156.57830000054673,60,40,12,12
12,1,RRT*,1,60.61907302485268,501.98140000065905,567,1.1437560948085412,0,3,402.5063000008231,540.8088000003772,60,40,12,12
16,1,Brute Force,0,nan,87.48259999993024,12721,nan,0,3,77.2499999984575,113.13810000137892,60,40,16,16
16,1,UCS,1,56.31370849898476,873.4670000012557,1848,1.062522801867637,0,3,672.7357999989181,976.1752000013075,60,40,16,16
16,1,GBFS,1,62.698484809835,15.417300000990508,55,1.1829902794308491,0,3,14.36190000094939,31.846999998379033,60,40,16,16
16,1,A*,1,56.31370849898476,154.33779999875696,303,1.062522801867637,0,3,121.96599999879254,162.59510000236332,60,40,16,16
16,1,RRT*,1,56.496153289642855,570.2567000007548,555,1.0659651564083557,0,3,420.72600000028615,640.1039999982459,60,40,16,16
20,1,Brute Force,0,nan,111.4250999999058,12721,nan,0,3,77.27069999964442,124.91890000092098,60,40,20,20
20,1,UCS,1,59.62741699796952,969.3795000021055,1871,1.1250456037352738,0,3,788.3470000015222,976.1035999981686,60,40,20,20
